time	V(1ni)	V(vout)
4.123294424729937e-003	1.399067e+000	1.370267e+000
4.128177237229937e-003	1.442249e+000	1.369600e+000
4.133060049729936e-003	1.484074e+000	1.368935e+000
4.137942862229936e-003	1.524502e+000	1.368273e+000
4.142825674729936e-003	1.563495e+000	1.367616e+000
4.147708487229936e-003	1.601016e+000	1.366970e+000
4.152591299729936e-003	1.637031e+000	1.366346e+000
4.157474112229936e-003	1.671505e+000	1.365765e+000
4.162356924729936e-003	1.704406e+000	1.365266e+000
4.167239737229936e-003	1.735703e+000	1.364913e+000
4.172122549729936e-003	1.765366e+000	1.364807e+000
4.177005362229935e-003	1.793368e+000	1.365093e+000
4.181888174729935e-003	1.819681e+000	1.365948e+000
4.186770987229935e-003	1.844283e+000	1.367570e+000
4.191653799729935e-003	1.867148e+000	1.370132e+000
4.201419424729935e-003	1.907587e+000	1.378477e+000
4.206302237229935e-003	1.925123e+000	1.384247e+000
4.211185049729935e-003	1.940846e+000	1.390939e+000
4.216067862229935e-003	1.954744e+000	1.398374e+000
4.220950674729935e-003	1.966801e+000	1.406341e+000
4.225833487229934e-003	1.977007e+000	1.414620e+000
4.230716299729934e-003	1.985353e+000	1.422994e+000
4.235599112229934e-003	1.991830e+000	1.431268e+000
4.240481924729934e-003	1.996432e+000	1.439264e+000
4.245364737229934e-003	1.999156e+000	1.446834e+000
4.250247549729934e-003	1.999997e+000	1.453852e+000
4.255130362229934e-003	1.998957e+000	1.460225e+000
4.264895987229934e-003	1.991235e+000	1.470793e+000
4.269778799729933e-003	1.984560e+000	1.474934e+000
4.274661612229933e-003	1.976018e+000	1.478320e+000
4.279544424729933e-003	1.965616e+000	1.480988e+000
4.284427237229933e-003	1.953364e+000	1.482988e+000
4.289310049729933e-003	1.939274e+000	1.484391e+000
4.294192862229933e-003	1.923358e+000	1.485277e+000
4.299075674729933e-003	1.905632e+000	1.485731e+000
4.303958487229933e-003	1.886113e+000	1.485839e+000
4.308841299729933e-003	1.864818e+000	1.485682e+000
4.313724112229933e-003	1.841769e+000	1.485330e+000
4.318606924729932e-003	1.816986e+000	1.484841e+000
4.323489737229932e-003	1.790493e+000	1.484260e+000
4.328372549729932e-003	1.762315e+000	1.483620e+000
4.333255362229932e-003	1.732478e+000	1.482943e+000
4.338138174729932e-003	1.701010e+000	1.482245e+000
4.343020987229932e-003	1.667942e+000	1.481534e+000
4.347903799729932e-003	1.633304e+000	1.480817e+000
4.352786612229932e-003	1.597129e+000	1.480096e+000
4.357669424729932e-003	1.559450e+000	1.479373e+000
4.362552237229932e-003	1.520304e+000	1.478650e+000
4.367435049729931e-003	1.479727e+000	1.477927e+000
4.377200674729931e-003	1.394434e+000	1.476481e+000
4.388361389015646e-003	1.289093e+000	1.474830e+000
4.399522103301359e-003	1.178842e+000	1.473180e+000
4.410682817587074e-003	1.063680e+000	1.471533e+000
4.421843531872787e-003	9.436079e-001	1.469887e+000
4.433004246158502e-003	8.186256e-001	1.468243e+000
4.444164960444215e-003	6.887331e-001	1.466601e+000
4.455325674729930e-003	5.539302e-001	1.464961e+000
4.460906031872786e-003	4.860100e-001	1.464141e+000
4.466486389015644e-003	4.177036e-001	1.463322e+000
4.472066746158501e-003	3.490111e-001	1.462504e+000
4.477647103301357e-003	2.799325e-001	1.461686e+000
4.483227460444214e-003	2.104678e-001	1.460868e+000
4.488807817587072e-003	1.406170e-001	1.460051e+000
4.494388174729929e-003	7.038008e-002	1.459235e+000
4.509036612229928e-003	-1.136219e-001	1.457093e+000
4.516709603301357e-003	-2.102661e-001	1.455973e+000
4.524382594372785e-003	-3.058734e-001	1.454853e+000
4.532055585444213e-003	-4.004438e-001	1.453735e+000
4.539728576515642e-003	-4.939772e-001	1.452617e+000
4.547401567587071e-003	-5.864737e-001	1.451501e+000
4.555074558658499e-003	-6.779333e-001	1.450385e+000
4.562747549729927e-003	-7.683560e-001	1.449270e+000
4.575303353301355e-003	-9.134542e-001	1.447448e+000
4.587859156872784e-003	-1.050875e+000	1.445628e+000
4.600414960444212e-003	-1.180617e+000	1.443810e+000
4.612970764015641e-003	-1.302682e+000	1.441995e+000
4.625526567587069e-003	-1.417068e+000	1.440183e+000
4.638082371158497e-003	-1.523777e+000	1.438373e+000
4.650638174729925e-003	-1.622808e+000	1.436565e+000
4.680632594372782e-003	-1.814705e+000	1.432257e+000
4.710627014015639e-003	-1.938509e+000	1.427963e+000
4.740621433658495e-003	-1.994220e+000	1.423684e+000
4.770615853301351e-003	-1.981838e+000	1.419418e+000
4.800610272944208e-003	-1.901363e+000	1.415167e+000
4.830604692587065e-003	-1.752796e+000	1.410930e+000
4.860599112229921e-003	-1.536136e+000	1.406708e+000
4.865481924729921e-003	-1.496025e+000	1.406022e+000
4.870364737229921e-003	-1.454606e+000	1.405336e+000
4.875247549729921e-003	-1.411881e+000	1.404650e+000
4.880130362229920e-003	-1.367848e+000	1.403965e+000
4.885013174729920e-003	-1.322509e+000	1.403281e+000
4.889895987229920e-003	-1.275863e+000	1.402596e+000
4.894778799729920e-003	-1.227910e+000	1.401913e+000
4.899661612229920e-003	-1.178907e+000	1.401229e+000
4.909427237229920e-003	-1.076578e+000	1.399863e+000
4.919192862229920e-003	-9.712219e-001	1.398498e+000
4.928958487229919e-003	-8.628391e-001	1.397135e+000
4.938724112229919e-003	-7.514293e-001	1.395774e+000
4.948489737229919e-003	-6.369927e-001	1.394413e+000
4.958255362229919e-003	-5.195290e-001	1.393055e+000
4.968020987229919e-003	-3.990384e-001	1.391697e+000
4.971508710444204e-003	-3.559471e-001	1.391213e+000
4.974996433658490e-003	-3.127369e-001	1.390729e+000
4.978484156872775e-003	-2.694078e-001	1.390244e+000
4.981971880087061e-003	-2.259599e-001	1.389761e+000
4.985459603301347e-003	-1.823930e-001	1.389277e+000
4.988947326515633e-003	-1.387073e-001	1.388793e+000
4.992435049729918e-003	-9.490266e-002	1.388310e+000
4.997317862229918e-003	-3.357749e-002	1.387634e+000
4.999990000000000e-003	-2.449294e-015	1.387264e+000
