time	V(1ni)	V(vout)
3.097678449345959e-003	1.153247e+000	1.820385e+000
3.108839163631673e-003	1.264165e+000	1.818354e+000
3.119999877917387e-003	1.368644e+000	1.816325e+000
3.131160592203101e-003	1.466681e+000	1.814298e+000
3.142321306488815e-003	1.558279e+000	1.812273e+000
3.153482020774529e-003	1.643436e+000	1.810251e+000
3.158364833274529e-003	1.677625e+000	1.809367e+000
3.163247645774529e-003	1.710236e+000	1.808484e+000
3.168130458274529e-003	1.741237e+000	1.807601e+000
3.173013270774529e-003	1.770599e+000	1.806719e+000
3.176943935022545e-003	1.793026e+000	1.806010e+000
3.180068788133514e-003	1.810075e+000	1.805448e+000
3.183177349795082e-003	1.826344e+000	1.804891e+000
3.186702865946000e-003	1.843951e+000	1.804265e+000
3.191585678446000e-003	1.866841e+000	1.803408e+000
3.196468490946000e-003	1.887974e+000	1.802558e+000
3.201351303446000e-003	1.907330e+000	1.801716e+000
3.206234115945999e-003	1.924890e+000	1.800883e+000
3.211116928445999e-003	1.940639e+000	1.800061e+000
3.213180904327059e-003	1.946748e+000	1.799728e+000
3.214251698577398e-003	1.949789e+000	1.799676e+000
3.214672422929456e-003	1.950959e+000	1.799940e+000
3.214912534377045e-003	1.951621e+000	1.800467e+000
3.215091721939753e-003	1.952112e+000	1.801181e+000
3.215205899420627e-003	1.952424e+000	1.801782e+000
3.215279425792631e-003	1.952624e+000	1.802225e+000
3.215377969715594e-003	1.952891e+000	1.802860e+000
3.215477598736981e-003	1.953161e+000	1.803527e+000
3.215567565450672e-003	1.953404e+000	1.804146e+000
3.215744264469299e-003	1.953879e+000	1.805386e+000
3.216046083597531e-003	1.954686e+000	1.807527e+000
3.216790588109345e-003	1.956644e+000	1.812772e+000
3.217535092621159e-003	1.958560e+000	1.817881e+000
3.218279597132973e-003	1.960434e+000	1.822854e+000
3.219024101644787e-003	1.962264e+000	1.827692e+000
3.219768606156601e-003	1.964051e+000	1.832395e+000
3.220513110668415e-003	1.965795e+000	1.836961e+000
3.221257615180229e-003	1.967497e+000	1.841393e+000
3.225590700041568e-003	1.976543e+000	1.865505e+000
3.230473512541568e-003	1.984982e+000	1.889403e+000
3.235356325041567e-003	1.991552e+000	1.909831e+000
3.240239137541567e-003	1.996248e+000	1.927045e+000
3.245121950041567e-003	1.999065e+000	1.941340e+000
3.250004762541567e-003	2.000000e+000	1.952948e+000
3.254887575041567e-003	1.999053e+000	1.962049e+000
3.259770387541567e-003	1.996225e+000	1.968790e+000
3.264653200041567e-003	1.991518e+000	1.973299e+000
